Job #,Borough,Street Name,GIS_NTA_NAME
120803835,MANHATTAN,WEST 52ND STREET,Midtown-Midtown South
320389842,BROOKLYN,CUMBERLAND STREET,Fort Greene
420603010,QUEENS,COLLEGE POINT BOULEVARD,Flushing
420577548,QUEENS,PARK LANE,Douglas Manor-Douglaston-Little Neck
121142931,MANHATTAN,3RD AVENUE,East Harlem South
520107205,STATEN ISLAND,MAYBERRY PROMENADE,Great Kills
120927667,MANHATTAN,WEST 36TH STREET,Midtown-Midtown South
120840625,MANHATTAN,WEST 144 STREET,Central Harlem North-Polo Grounds
320377383,BROOKLYN,DIKEMAN STREET,Carroll Gardens-Columbia Street-Red Hook
220230729,BRONX,MORRIS PARK AVENUE,Van Nest-Morris Park-Westchester Square
320377383,BROOKLYN,DIKEMAN STREET,Carroll Gardens-Columbia Street-Red Hook
320377383,BROOKLYN,DIKEMAN STREET,Carroll Gardens-Columbia Street-Red Hook
420605964,QUEENS,31 DRIVE,Old Astoria
420605964,QUEENS,31 DRIVE,Old Astoria
320712822,BROOKLYN,FROST ST,East Williamsburg
121571398,MANHATTAN,WEST 113TH STREET,Central Harlem South
121643953,MANHATTAN,MANHATTAN AVE,Central Harlem South
121696174,MANHATTAN,HILLSIDE AVE,Washington Heights North
520145664,STATEN ISLAND,BOSCOMBE,Charleston-Richmond Valley-Tottenville
121701122,MANHATTAN,COLUMBUS AVENUE,Upper West Side
240031130,BRONX,STARLING AVENUE,Parkchester
240031470,BRONX,STARLING AVENUE,Parkchester
320836388,BROOKLYN,CARLTON AVENUE,Fort Greene
320876575,BROOKLYN,HINSDALE,East New York
320879563,BROOKLYN,CARLTON AVENUE,Fort Greene
320613573,BROOKLYN,HERKIMER STREET,Crown Heights North
320896768,BROOKLYN,CLINTON AVE,Fort Greene
320876575,BROOKLYN,HINSDALE,East New York
320594120,BROOKLYN,DOWNING  STREET,Clinton Hill
340115351,BROOKLYN,HERKIMER STREET,Crown Heights North
320594120,BROOKLYN,DOWNING  STREET,Clinton Hill
121857099,MANHATTAN,WEST END AVENUE,Upper West Side
320883709,BROOKLYN,54 STREET,Sunset Park East
320594120,BROOKLYN,DOWNING  STREET,Clinton Hill
320594120,BROOKLYN,DOWNING  STREET,Clinton Hill
320594120,BROOKLYN,DOWNING  STREET,Clinton Hill
140168850,MANHATTAN,3RD AVENUE,Turtle Bay-East Midtown
340131217,BROOKLYN,HERKIMER STREET,Crown Heights North
340135712,BROOKLYN,DOWNING STREET,Clinton Hill
340135721,BROOKLYN,DOWNING STREET,Clinton Hill
340135730,BROOKLYN,DOWNING STREET,Clinton Hill
420983939,QUEENS,BEACH 119 STREET,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
320917754,BROOKLYN,BUSHWICK AVENUE,Bushwick South
121967880,MANHATTAN,EAST 112TH STREET,East Harlem North
340152088,BROOKLYN,DECATUR STREET,Ocean Hill
140232120,MANHATTAN,WEST 57 STREET,Clinton
140235145,MANHATTAN,EAST 64 STREET,Lenox Hill-Roosevelt Island
320945466,BROOKLYN,DECATUR STREET,Ocean Hill
320917754,BROOKLYN,BUSHWICK AVENUE,Bushwick South
320917754,BROOKLYN,BUSHWICK AVENUE,Bushwick South
122128786,MANHATTAN,WEST 44 STREET,Midtown-Midtown South
320627595,BROOKLYN,BERGEN STREET,Crown Heights North
320627639,BROOKLYN,HUMBOLT STREET,East Williamsburg
421037933,QUEENS,ELIOT AVENUE,Middle Village
421037933,QUEENS,ELIOT AVENUE,Middle Village
320914150,BROOKLYN,DECATUR STREET,Ocean Hill
122186687,MANHATTAN,WEST 113TH STREET,Central Harlem South
320596538,BROOKLYN,DECATUR STREET,Bushwick South
140283495,MANHATTAN,COOPER STREET,Marble Hill-Inwood
340211274,BROOKLYN,DECATUR STREET,Ocean Hill
140292118,MANHATTAN,W 25 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
520199384,STATEN ISLAND,EDINBORO ROAD,
122229604,MANHATTAN,9TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
122222488,MANHATTAN,EAST 86TH STREET,Yorkville
340222743,BROOKLYN,DECATUR STREET,Bushwick South
340222761,BROOKLYN,DECATUR STREET,Bushwick South
321060668,BROOKLYN,KNICKERBOCKER AVENUE,Bushwick North
340227356,BROOKLYN,HUMBOLDT STREET,East Williamsburg
320627639,BROOKLYN,HUMBOLT STREET,East Williamsburg
320627639,BROOKLYN,HUMBOLT STREET,East Williamsburg
122329621,MANHATTAN,WEST 113TH STREET,Central Harlem South
122350008,MANHATTAN,EAST 76TH STREET,Upper East Side-Carnegie Hill
121192967,MANHATTAN,MANHATTAN AVENUE,Central Harlem South
321111337,BROOKLYN,CLINTON AVENUE,Fort Greene
340249822,BROOKLYN,SCHAEFER STREET,Bushwick North
140328777,MANHATTAN,WEST 40TH STREET,Midtown-Midtown South
321095685,BROOKLYN,BEDFORD AVENUE,Bedford
321115226,BROOKLYN,BERGEN ST,Crown Heights North
121192967,MANHATTAN,MANHATTAN AVENUE,Central Harlem South
121192967,MANHATTAN,MANHATTAN AVENUE,Central Harlem South
320627639,BROOKLYN,HUMBOLT STREET,East Williamsburg
520240114,STATEN ISLAND,HENDRICKS AVENUE,West New Brighton-New Brighton-St. George
520243166,STATEN ISLAND,HENDRICKS AVENUE,West New Brighton-New Brighton-St. George
122433964,MANHATTAN,WEST 113 STREET,Central Harlem South
320625720,BROOKLYN,DOWNING STREET,Clinton Hill
122459525,MANHATTAN,WEST 113TH STREET,Central Harlem South
340283963,BROOKLYN,CLINTON AVENUE,Fort Greene
122484800,MANHATTAN,SPRING STREET,SoHo-TriBeCa-Civic Center-Little Italy
320908684,BROOKLYN,LINCOLN AVE,East New York
321115226,BROOKLYN,BERGEN ST,Crown Heights North
540081285,STATEN ISLAND,MIDLAND AV,New Dorp-Midland Beach
421013058,QUEENS,BEACH 119 STREET,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
140376297,MANHATTAN,MANHATTAN AVENUE,Central Harlem South
140387276,MANHATTAN,WEST 55 STREET,Midtown-Midtown South
321115226,BROOKLYN,BERGEN ST,Crown Heights North
321207920,BROOKLYN,BERGEN STREET,Crown Heights North
321206440,BROOKLYN,BERGEN ST,Crown Heights North
321115226,BROOKLYN,BERGEN ST,Crown Heights North
321115226,BROOKLYN,BERGEN ST,Crown Heights North
340294489,BROOKLYN,DECATUR STREET,Bushwick South
421197804,QUEENS,90 AVENUE,Jamaica
340300007,BROOKLYN,DOWNING STREET,Clinton Hill
140400965,MANHATTAN,EAST 14 STREET,Gramercy
122363628,MANHATTAN,BROADWAY,Hudson Yards-Chelsea-Flatiron-Union Square
321241802,BROOKLYN,DEAN ST,Crown Heights North
421188850,QUEENS,90 AVENUE,Jamaica
340315331,BROOKLYN,HUMBOLDT STREET,East Williamsburg
321257885,BROOKLYN,HUMBOLDT STREET,East Williamsburg
321269337,BROOKLYN,WINTHROP ST,Prospect Lefferts Gardens-Wingate
340325525,BROOKLYN,HUMBOLDT STREET,East Williamsburg
421218827,QUEENS,90TH AVENUE,Jamaica
321190787,BROOKLYN,DECATUR STREET,Bushwick South
340329978,BROOKLYN,DECATUR STREET,Bushwick South
520259185,STATEN ISLAND,FOREST AVENUE,New Brighton-Silver Lake
321282606,BROOKLYN,BERGEN ST,Crown Heights North
321274553,BROOKLYN,DECATUR STREET,Bushwick South
421218818,QUEENS,90 AVENUE,Jamaica
421197804,QUEENS,90 AVENUE,Jamaica
421197804,QUEENS,90 AVENUE,Jamaica
321241802,BROOKLYN,DEAN ST,Crown Heights North
122656973,MANHATTAN,HILLSIDE AVE,Washington Heights North
421267578,QUEENS,122 ST.,South Ozone Park
122691701,MANHATTAN,W 113 STREET,Central Harlem South
340355458,BROOKLYN,BERGEN STREET,Crown Heights North
340358776,BROOKLYN,DECATUR STREET,Ocean Hill
321320860,BROOKLYN,HUMBOLDT STREET,East Williamsburg
321372260,BROOKLYN,CUMBERLAND STREET,Fort Greene
421300620,QUEENS,LIBERTY AVE.,Ozone Park
440311066,QUEENS,WEST 13 ROAD,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
321317455,BROOKLYN,SUTTON STREET,Greenpoint
321388146,BROOKLYN,BERGEN STREET,Crown Heights North
121190754,MANHATTAN,RIVERSIDE DRIVE,Hamilton Heights
140497086,MANHATTAN,UNION SQUARE EAST,Gramercy
321372260,BROOKLYN,CUMBERLAND STREET,Fort Greene
520227184,STATEN ISLAND,ELBE AVENUE,Grymes Hill-Clifton-Fox Hills
340389010,BROOKLYN,BERGEN STREET,Crown Heights North
122803984,MANHATTAN,PARK AVENUE,Upper East Side-Carnegie Hill
121190754,MANHATTAN,RIVERSIDE DRIVE,Hamilton Heights
440331295,QUEENS,ARCADIA WALK,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
340386086,BROOKLYN,AVE K,Midwood
220547745,BRONX,BRUCKNER BOULEVARD,Soundview-Castle Hill-Clason Point-Harding Park
340419256,BROOKLYN,MILLER AVENUE,East New York
321180360,BROOKLYN,BERGEN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
421375087,QUEENS,126 AVENUE,St. Albans
321449232,BROOKLYN,MC DONALD AVENUE,Homecrest
321195309,BROOKLYN,DECATUR STREET,Ocean Hill
421375559,QUEENS,126 AVENUE,St. Albans
121191110,MANHATTAN,BROOME STREET,Lower East Side
121191110,MANHATTAN,BROOME STREET,Lower East Side
121191110,MANHATTAN,BROOME STREET,Lower East Side
121191110,MANHATTAN,BROOME STREET,Lower East Side
122489388,MANHATTAN,AMSTERDAM AVENUE,Lincoln Square
520272295,STATEN ISLAND,ELBE AVENUE,Grymes Hill-Clifton-Fox Hills
520272302,STATEN ISLAND,ELBE AVENUE,Grymes Hill-Clifton-Fox Hills
520272286,STATEN ISLAND,ELBE AVENUE,Grymes Hill-Clifton-Fox Hills
121191110,MANHATTAN,BROOME STREET,Lower East Side
421384843,QUEENS,HILLSIDE AVE,Jamaica
122925068,MANHATTAN,MAIN STREET,Lenox Hill-Roosevelt Island
122925068,MANHATTAN,MAIN STREET,Lenox Hill-Roosevelt Island
122925068,MANHATTAN,MAIN STREET,Lenox Hill-Roosevelt Island
321184151,BROOKLYN,CUMBERLAND STREET,Fort Greene
140599671,MANHATTAN,THIRD AVENUE,Turtle Bay-East Midtown
440386976,QUEENS,WEST 12TH ROAD,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
321455536,BROOKLYN,RUTLAND ROAD,Prospect Lefferts Gardens-Wingate
321256369,BROOKLYN,BEDFORD AVENUE,Bedford
140591848,MANHATTAN,TIEMANN PLACE,Morningside Heights
123052935,MANHATTAN,FULTON STREET,Battery Park City-Lower Manhattan
123047354,MANHATTAN,CONVENT AVENUE,Manhattanville
321527102,BROOKLYN,55TH STREET,Sunset Park West
121187802,MANHATTAN,WEST 47 ST,Midtown-Midtown South
421467727,QUEENS,90 AVENUE,Jamaica
140634393,MANHATTAN,EAST 60TH STREET,Upper East Side-Carnegie Hill
123053667,MANHATTAN,EAST 115 STREET,East Harlem North
321193034,BROOKLYN,DECATUR STREET,Bushwick South
321193043,BROOKLYN,DECATUR STREET,Bushwick South
123093142,MANHATTAN,LEXINGTON AVENUE,Gramercy
321569058,BROOKLYN,EAST 7 STREET,Ocean Parkway South
123078828,MANHATTAN,PARK AVENUE,Midtown-Midtown South
340512939,BROOKLYN,ST. NICHOLAS AVENUE,Bushwick North
321611341,BROOKLYN,LEWIS AVENUE,Stuyvesant Heights
220562193,BRONX,ALEXANDER AVENUE,Mott Haven-Port Morris
321605330,BROOKLYN,3 STREET,Park Slope-Gowanus
421514105,QUEENS,NICOLLS AVE,Corona
240183868,BRONX,EAST 156TH STREET,Melrose South-Mott Haven North
421522579,QUEENS,48TH AVE,Hunters Point-Sunnyside-West Maspeth
421522579,QUEENS,48TH AVE,Hunters Point-Sunnyside-West Maspeth
421522579,QUEENS,48TH AVE,Hunters Point-Sunnyside-West Maspeth
140662824,MANHATTAN,GRAMERCY PARK NORTH,
220597824,BRONX,WAYNE AVENUE,Norwood
123024379,MANHATTAN,EAST 43RD STREET,Turtle Bay-East Midtown
220589227,BRONX,WOODYCREST AVENUE,Highbridge
121203991,MANHATTAN,MADISON AVE,East Harlem North
121203991,MANHATTAN,MADISON AVE,East Harlem North
121203991,MANHATTAN,MADISON AVE,East Harlem North
420661965,QUEENS,64 STREET,Woodside
121203991,MANHATTAN,MADISON AVE,East Harlem North
121203991,MANHATTAN,MADISON AVE,East Harlem North
340535022,BROOKLYN,BERGEN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
121204080,MANHATTAN,WEST 20TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
123140779,MANHATTAN,WEST END AVENUE,Upper West Side
302575559,BROOKLYN,DINSMORE PLACE,Cypress Hills-City Line
123353664,MANHATTAN,PERRY STREET,West Village
302575256,BROOKLYN,DINSMORE PLACE,Cypress Hills-City Line
421537901,QUEENS,BEACH 113 STREET,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
220589708,BRONX,BARKER AVENUE,Bronxdale
220589717,BRONX,BARKER AVENUE,Bronxdale
321543120,BROOKLYN,NEWELL STREET,Greenpoint
123161274,MANHATTAN,W 149TH STREET,Hamilton Heights
321670713,BROOKLYN,ST. MARKS AVENUE,Crown Heights North
420662795,QUEENS,BEACH 43RD STREET,Hammels-Arverne-Edgemere
420662795,QUEENS,BEACH 43RD STREET,Hammels-Arverne-Edgemere
321555269,BROOKLYN,FLUSHING AVENUE,park-cemetery-etc-Brooklyn
420662795,QUEENS,BEACH 43RD STREET,Hammels-Arverne-Edgemere
121204428,MANHATTAN,3RD AVENUE,Turtle Bay-East Midtown
201201859,BRONX,EVERGREEN AVENUE,Soundview-Bruckner
421586126,QUEENS,126 AVE,St. Albans
123228578,MANHATTAN,5TH AVENUE,Midtown-Midtown South
123228578,MANHATTAN,5TH AVENUE,Midtown-Midtown South
240211132,BRONX,WESTCHESTER SQUARE,Westchester-Unionport
321726281,BROOKLYN,CENTRE MALL,Carroll Gardens-Columbia Street-Red Hook
320910190,BROOKLYN,MANHATTAN AVENUE,Greenpoint
321783272,BROOKLYN,20TH STREET,Park Slope-Gowanus
421586251,QUEENS,126 AVE,St. Albans
421593804,QUEENS,89 STREET,Jackson Heights
321726281,BROOKLYN,CENTRE MALL,Carroll Gardens-Columbia Street-Red Hook
321723293,BROOKLYN,14 AVE,Dyker Heights
321783272,BROOKLYN,20TH STREET,Park Slope-Gowanus
302576718,BROOKLYN,DINSMORE PLACE,Cypress Hills-City Line
123206039,MANHATTAN,8TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
123206039,MANHATTAN,8TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
123206039,MANHATTAN,8TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
123207831,MANHATTAN,EAST 58 STREET,Turtle Bay-East Midtown
140738101,MANHATTAN,3RD AVENUE,Turtle Bay-East Midtown
520325675,STATEN ISLAND,MAYBERRY PROMENADE,Great Kills
520325103,STATEN ISLAND,MAIN STREET,Charleston-Richmond Valley-Tottenville
123147246,MANHATTAN,BRYANT PARK,Midtown-Midtown South
123147246,MANHATTAN,BRYANT PARK,Midtown-Midtown South
321731079,BROOKLYN,DUPONT STREET,Greenpoint
321740782,BROOKLYN,KNICKERBOCKER AVE,Bushwick North
520323962,STATEN ISLAND,EDINBORO ROAD,
321739847,BROOKLYN,AMBOY STREET,Brownsville
321722356,BROOKLYN,55 ST,Borough Park
321733442,BROOKLYN,SHEPHERD AVENUE,East New York
321749881,BROOKLYN,KENT STREET,Greenpoint
123603010,MANHATTAN,CENTRAL PARK SOUTH,Midtown-Midtown South
321765274,BROOKLYN,HINSDALE STREET,East New York
123421314,MANHATTAN,WEST 87 STREET,Upper West Side
240224235,BRONX,EAST 211ST STREET,Norwood
421626093,QUEENS,247 STREET,Bellerose
421628180,QUEENS,72ND STREET,Jackson Heights
421625101,QUEENS,SENECA AVENUE,Ridgewood
520338983,STATEN ISLAND,FOREST AVE,New Brighton-Silver Lake
321762847,BROOKLYN,4TH AVENUE,Bay Ridge
123238594,MANHATTAN,SECOND AVENUE,East Village
240226180,BRONX,PUTNAM  PLACE,Norwood
421649602,QUEENS,76 AVE,Glen Oaks-Floral Park-New Hyde Park
421649586,QUEENS,66 ROAD,Forest Hills
321789542,BROOKLYN,COURT STREET,Brooklyn Heights-Cobble Hill
421647775,QUEENS,KISSENA BOULEVARD,Kew Gardens Hills
340616621,BROOKLYN,WALWORTH STREET,Bedford
420664070,QUEENS,78 STREET,Elmhurst-Maspeth
321803893,BROOKLYN,ATLANTIC AVENUE,Park Slope-Gowanus
123381768,MANHATTAN,WEST 11TH STREET,West Village
321731079,BROOKLYN,DUPONT STREET,Greenpoint
421389385,QUEENS,QUEENS BLVD,Kew Gardens
440500174,QUEENS,67TH AVENUE,Ridgewood
421664951,QUEENS,126 AVE,St. Albans
123531197,MANHATTAN,FIRST AVENUE,Gramercy
440501841,QUEENS,CENTER BOULEVARD,Hunters Point-Sunnyside-West Maspeth
321731079,BROOKLYN,DUPONT STREET,Greenpoint
123850163,MANHATTAN,AVE B,East Village
123366712,MANHATTAN,BROADWAY,Hudson Yards-Chelsea-Flatiron-Union Square
140800097,MANHATTAN,MANHATTAN AVE,Central Harlem South
321199840,BROOKLYN,ELTON STREET,East New York
123585478,MANHATTAN,LEXINGTON AVENUE,Gramercy
123403888,MANHATTAN,WEST 40TH STREET,Midtown-Midtown South
123381866,MANHATTAN,AVENUE OF THE AMERICAS,Midtown-Midtown South
123381866,MANHATTAN,AVENUE OF THE AMERICAS,Midtown-Midtown South
520353581,STATEN ISLAND,BUTLER BOULEVARD,Charleston-Richmond Valley-Tottenville
123450540,MANHATTAN,WEST 105TH STREET,Upper West Side
321835635,BROOKLYN,WYCKOFF STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
123320888,MANHATTAN,PENN PLAZA,Midtown-Midtown South
123320888,MANHATTAN,PENN PLAZA,Midtown-Midtown South
123483505,MANHATTAN,LEXINGTON AVENUE,Turtle Bay-East Midtown
123489910,MANHATTAN,WILLIAM ST,Battery Park City-Lower Manhattan
140814162,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
421100203,QUEENS,21ST AVENUE,Steinway
123372625,MANHATTAN,GRAND STREET,Lower East Side
321077295,BROOKLYN,LINWOOD STREET,East New York
123547750,MANHATTAN,PARK AVENUE,Upper East Side-Carnegie Hill
123536548,MANHATTAN,PARK AVENUE SOUTH,Murray Hill-Kips Bay
123370360,MANHATTAN,WEST 126 STREET,Manhattanville
123538270,MANHATTAN,LAFAYETTE STREET,SoHo-TriBeCa-Civic Center-Little Italy
421712374,QUEENS,126 AVE,St. Albans
123557846,MANHATTAN,EAST 112 STREET,East Harlem South
123580730,MANHATTAN,5TH AVENUE,Central Harlem North-Polo Grounds
123595617,MANHATTAN,BROADWAY,Washington Heights North
123558051,MANHATTAN,BROADWAY,Upper West Side
440521080,QUEENS,SUTPHIN BOULEVARD,Jamaica
123495477,MANHATTAN,EAST 42ND STREET,Murray Hill-Kips Bay
123495477,MANHATTAN,EAST 42ND STREET,Murray Hill-Kips Bay
123592629,MANHATTAN,WEST END AVENUE,Upper West Side
140824491,MANHATTAN,10 AVENUE,Clinton
140824507,MANHATTAN,10 AVENUE,Clinton
121189230,MANHATTAN,WEST 126TH STREET,Morningside Heights
321385078,BROOKLYN,QUINCY STREET,Clinton Hill
321730374,BROOKLYN,NORTH 14TH STREET,Greenpoint
240245409,BRONX,CONCOURSE VILLAGE WEST,East Concourse-Concourse Village
421700449,QUEENS,SANFORD AVE,East Flushing
421700449,QUEENS,SANFORD AVE,East Flushing
421715996,QUEENS,76 AVE,Glen Oaks-Floral Park-New Hyde Park
123663008,MANHATTAN,WEST 57TH STREET,Midtown-Midtown South
123671534,MANHATTAN,WEST 39TH STREET,Midtown-Midtown South
302585593,BROOKLYN,DINSMORE PLACE,Cypress Hills-City Line
220656243,BRONX,E 213 STREET,Williamsbridge-Olinville
321795802,BROOKLYN,3 STREET,Carroll Gardens-Columbia Street-Red Hook
123826208,MANHATTAN,WEST 4TH STREET,West Village
123664098,MANHATTAN,SEVENTH AVENUE,Midtown-Midtown South
123850859,MANHATTAN,SEVENTH AVENUE,Midtown-Midtown South
102646442,MANHATTAN,WEST   72 STREET,Lincoln Square
123853437,MANHATTAN,EAST 28TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
123827591,MANHATTAN,RIVERSIDE DRIVE,Upper West Side
123656800,MANHATTAN,GREENWICH STREET,SoHo-TriBeCa-Civic Center-Little Italy
421894686,QUEENS,79 STREET,Lindenwood-Howard Beach
321911650,BROOKLYN,EAST 54 STREET,Rugby-Remsen Village
140836825,MANHATTAN,WEST 117 STREET,Central Harlem South
140839323,MANHATTAN,MANHATTAN AVENUE,Central Harlem South
123731532,MANHATTAN,THIRD AVENUE,Turtle Bay-East Midtown
421952729,QUEENS,172 ST,Auburndale
321915987,BROOKLYN,MALCOLM X BLVD,Stuyvesant Heights
421890500,QUEENS,212 STREET,Bayside-Bayside Hills
140839412,MANHATTAN,MANHATTAN AVENUE,Central Harlem South
321938739,BROOKLYN,TOMPKINS AVENUE,Bedford
321938739,BROOKLYN,TOMPKINS AVENUE,Bedford
220695353,BRONX,GUNTHER AVENUE,Allerton-Pelham Gardens
123853473,MANHATTAN,BANK STREET,West Village
123554297,MANHATTAN,WILLIAM STREET,Battery Park City-Lower Manhattan
123554313,MANHATTAN,WILLIAM STREET,Battery Park City-Lower Manhattan
340670722,BROOKLYN,SUYDAM STREET,Bushwick South
321944508,BROOKLYN,27 STREET,Sunset Park West
123804320,MANHATTAN,WEST 18TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
340674693,BROOKLYN,PRESIDENT STREET,Park Slope-Gowanus
440545475,QUEENS,ELIOT AVENUE,Middle Village
123759780,MANHATTAN,BROADWAY,Midtown-Midtown South
123763837,MANHATTAN,7TH AVENUE,Midtown-Midtown South
123763837,MANHATTAN,7TH AVENUE,Midtown-Midtown South
123738358,MANHATTAN,WEST 44TH STREET,Midtown-Midtown South
220700070,BRONX,3 AVE,Morrisania-Melrose
421741440,QUEENS,JAMAICA AVE,Jamaica
210179581,BRONX,VYSE AVE,Crotona Park East
340678092,BROOKLYN,OCEAN PARKWAY,Homecrest
421934492,QUEENS,WYCKOFF AVE,Ridgewood
123584335,MANHATTAN,AMSTERDAM AVE,Manhattanville
340679992,BROOKLYN,13TH STREET,Park Slope-Gowanus
340677921,BROOKLYN,HINSDALE STREET,East New York (Pennsylvania Ave)
321951170,BROOKLYN,SCHERMERHORN STREET,Brooklyn Heights-Cobble Hill
123894544,MANHATTAN,BROADWAY,Battery Park City-Lower Manhattan
321992974,BROOKLYN,EAST 25 STREET,Erasmus
123894544,MANHATTAN,BROADWAY,Battery Park City-Lower Manhattan
321952507,BROOKLYN,6 AVE,Park Slope-Gowanus
201199844,BRONX,JEROME AVENUE,Van Cortlandt Village
123889836,MANHATTAN,FIFTH AVENUE,Upper East Side-Carnegie Hill
123804482,MANHATTAN,WEST 131 STREET,Manhattanville
321959127,BROOKLYN,SACKETT STREET,Carroll Gardens-Columbia Street-Red Hook
440550262,QUEENS,83 AVENUE,Kew Gardens
220705217,BRONX,PILGRIM AVENUE,Pelham Bay-Country Club-City Island
321966967,BROOKLYN,EAST NEW YORK AVENUE,Brownsville
421102210,QUEENS,28 STREET,Queensbridge-Ravenswood-Long Island City
140854608,MANHATTAN,WEST 188TH STREET,Washington Heights North
123684496,MANHATTAN,5TH AVENUE,East Harlem North
123684496,MANHATTAN,5TH AVENUE,East Harlem North
123804455,MANHATTAN,WEST 131 STREET,Manhattanville
340684511,BROOKLYN,86TH STREET,Bath Beach
123478539,MANHATTAN,WEST 11 STREET,West Village
421729712,QUEENS,102 STREET,North Corona
321952507,BROOKLYN,6 AVE,Park Slope-Gowanus
421739211,QUEENS,121 AVE,St. Albans
421950302,QUEENS,ROOSEVELT AVENUE,North Corona
121205588,MANHATTAN,EAST 67TH STREET,Upper East Side-Carnegie Hill
121205588,MANHATTAN,EAST 67TH STREET,Upper East Side-Carnegie Hill
321975939,BROOKLYN,AVENUE H,Flatbush
421735484,QUEENS,FRISCO AVE,Far Rockaway-Bayswater
421735475,QUEENS,CAFFREY AVE,Far Rockaway-Bayswater
140859079,MANHATTAN,CHARLES LANE,West Village
421735616,QUEENS,WOODWARD AVENUE,Ridgewood
123780355,MANHATTAN,EAST 92ND STREET,Yorkville
123776903,MANHATTAN,9TH AVE,Hudson Yards-Chelsea-Flatiron-Union Square
421102531,QUEENS,28 STREET,Queensbridge-Ravenswood-Long Island City
421102568,QUEENS,137 ST,Flushing
421102559,QUEENS,137 ST,Flushing
123883486,MANHATTAN,WEST 21 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
421746267,QUEENS,126 AVE,St. Albans
123693066,MANHATTAN,HANOVER SQUARE,Battery Park City-Lower Manhattan
123773247,MANHATTAN,WEST 43RD STREET,Clinton
123690568,MANHATTAN,WEST 30 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
123819074,MANHATTAN,THIRD AVENUE,Turtle Bay-East Midtown
240259108,BRONX,GRAND CONCOURSE,East Concourse-Concourse Village
123773247,MANHATTAN,WEST 43RD STREET,Clinton
440563926,QUEENS,DEEPDALE AVENUE,Douglas Manor-Douglaston-Little Neck
321926243,BROOKLYN,DAHILL ROAD,Bensonhurst East
440564220,QUEENS,68TH ROAD,Ridgewood
321985722,BROOKLYN,DOVER STREET,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
240261818,BRONX,CAMBRELENG AVE,Belmont
321597198,BROOKLYN,DAHILL ROAD,Kensington-Ocean Parkway
421922691,QUEENS,40 AVENUE,Queensbridge-Ravenswood-Long Island City
321985713,BROOKLYN,DOVER STREET,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
321985704,BROOKLYN,DOVER STREET,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
421547357,QUEENS,116 STREET,Richmond Hill
321595010,BROOKLYN,DIAMOND STREET,Greenpoint
421911952,QUEENS,MOTT AVE,Far Rockaway-Bayswater
321597884,BROOKLYN,HERKIMER ST,Ocean Hill
322011933,BROOKLYN,BEDFORD AVE,Bedford
322011924,BROOKLYN,BEDFORD AVE,Bedford
421916225,QUEENS,RICHMOND ROAD,Douglas Manor-Douglaston-Little Neck
321597964,BROOKLYN,CONEY ISLAND AVE,Kensington-Ocean Parkway
121206337,MANHATTAN,EAST BROADWAY,Lower East Side
123885705,MANHATTAN,WEST 13TH STREET,West Village
123785760,MANHATTAN,WEST 113TH STREET,Central Harlem South
321595010,BROOKLYN,DIAMOND STREET,Greenpoint
540170152,STATEN ISLAND,FOREST GREEN,Arden Heights
123771409,MANHATTAN,WEST 22 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
421743885,QUEENS,215TH STREET,Ft. Totten-Bay Terrace-Clearview
321597884,BROOKLYN,HERKIMER ST,Ocean Hill
340703563,BROOKLYN,STOCKHOLM STREET,Bushwick South
421909698,QUEENS,STEINWAY STREET,Astoria
321595243,BROOKLYN,STOCKHOLM STREET,Bushwick North
340707970,BROOKLYN,MAC DOUGAL STREET,Ocean Hill
322003416,BROOKLYN,HINSDALE STREET,East New York
210179581,BRONX,VYSE AVE,Crotona Park East
322013254,BROOKLYN,HENRY STREET,Carroll Gardens-Columbia Street-Red Hook
322005593,BROOKLYN,EAST 31 STREET,Flatbush
421906762,QUEENS,58 AVENUE,Maspeth
321773602,BROOKLYN,BEDFORD AV,Bedford
421908387,QUEENS,58 AVE,Oakland Gardens
