Job #,Borough,Street Name,GIS_NTA_NAME
440571418,QUEENS,CALDWELL AVENUE,Middle Village
321994437,BROOKLYN,80 STREET,Dyker Heights
321963087,BROOKLYN,NOSTRAND AVENUE,Erasmus
123785243,MANHATTAN,DELANCEY STREET,Chinatown
421736376,QUEENS,FRESH MEADOW LANE,Fresh Meadows-Utopia
421730808,QUEENS,149TH PLACE,East Flushing
520385814,STATEN ISLAND,TILSON PLACE,Stapleton-Rosebank
123740210,MANHATTAN,WEST 57 STREET,Clinton
421906263,QUEENS,158 STREET,Baisley Park
321783664,BROOKLYN,LINCOLN PLACE,Park Slope-Gowanus
340705696,BROOKLYN,22 STREET,Sunset Park West
123789873,MANHATTAN,WEST 43RD STREET,Clinton
123773666,MANHATTAN,EAST 72ND STREET,Lenox Hill-Roosevelt Island
340708247,BROOKLYN,WARWICK STREET,East New York
123847249,MANHATTAN,MADISON AVENUE,Upper East Side-Carnegie Hill
321596322,BROOKLYN,DEAN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
421779631,QUEENS,AUSTIN STREET,Rego Park
421778552,QUEENS,ROCKAWAY BLVD,South Ozone Park
220721146,BRONX,SOUTHERN BOULEVARD,Hunts Point
140881357,MANHATTAN,WEST 45TH STREET,Midtown-Midtown South
140881375,MANHATTAN,WEST 45TH STREET,Midtown-Midtown South
421780834,QUEENS,34TH STREET,Hunters Point-Sunnyside-West Maspeth
321596484,BROOKLYN,CLARKSON AVENUE,Prospect Lefferts Gardens-Wingate
421778400,QUEENS,189 STREET,Jamaica Estates-Holliswood
321596484,BROOKLYN,CLARKSON AVENUE,Prospect Lefferts Gardens-Wingate
220701792,BRONX,EDISON AVENUE,Pelham Bay-Country Club-City Island
421780291,QUEENS,LABURNUM AVE,Flushing
220722430,BRONX,E 225 STREET,Williamsbridge-Olinville
440580578,QUEENS,118TH STREET,Richmond Hill
123802251,MANHATTAN,WEST 57 STREET,Midtown-Midtown South
421938899,QUEENS,JUNIPER VALLEY ROAD,Middle Village
210180533,BRONX,THIRD AVENUE,Mott Haven-Port Morris
210180533,BRONX,THIRD AVENUE,Mott Haven-Port Morris
210180533,BRONX,THIRD AVENUE,Mott Haven-Port Morris
421781432,QUEENS,16TH ROAD,Whitestone
322006627,BROOKLYN,LOTT STREET,Erasmus
123728984,MANHATTAN,WEST 168 STREET,Washington Heights South
421782459,QUEENS,60 LANE,Glendale
421661160,QUEENS,97 AVE,Woodhaven
421801214,QUEENS,BAYSIDE,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
520397516,STATEN ISLAND,GRIDLEY AVENUE,Mariner's Harbor-Arlington-Port Ivory-Graniteville
510114029,STATEN ISLAND,WEST SERVICE ROAD,New Springville-Bloomfield-Travis
322022315,BROOKLYN,OCEAN AVENUE,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
220724107,BRONX,EAST 177 STREET,Mount Hope
420666791,QUEENS,GRAND CENTRAL PKWY,Pomonok-Flushing Heights-Hillcrest
220724508,BRONX,CARVER LOOP,Co-op City
322032518,BROOKLYN,GOLD STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
321588377,BROOKLYN,PACIFIC STREET,Crown Heights North
121206970,MANHATTAN,MADISON AVENUE,Central Harlem North-Polo Grounds
321588162,BROOKLYN,UTICA AVE,Crown Heights North
121207112,MANHATTAN,E 40TH STREET,Murray Hill-Kips Bay
421798184,QUEENS,181 ST,Springfield Gardens South-Brookville
210180720,BRONX,BROOK AVENUE,Melrose South-Mott Haven North
440584896,QUEENS,106 ROAD,South Jamaica
421952587,QUEENS,3RD STREET,Old Astoria
321588279,BROOKLYN,QUINCY STREET,Bedford
240268982,BRONX,BRUCKNER BLVD,Pelham Bay-Country Club-City Island
121206970,MANHATTAN,MADISON AVENUE,Central Harlem North-Polo Grounds
322042669,BROOKLYN,8TH STREET,Park Slope-Gowanus
140887967,MANHATTAN,EAST 87 STREET,Yorkville
421943231,QUEENS,71 RD,Forest Hills
123700511,MANHATTAN,PARK AVENUE,Upper East Side-Carnegie Hill
322068800,BROOKLYN,50 STREET,Sunset Park West
421912256,QUEENS,37 STREET,Astoria
123844554,MANHATTAN,CLEVELAND PLACE,SoHo-TriBeCa-Civic Center-Little Italy
520399097,STATEN ISLAND,SHEPARD AVE,New Springville-Bloomfield-Travis
322071191,BROOKLYN,19 STREET,Park Slope-Gowanus
210180846,BRONX,TELLER AVENUE,East Concourse-Concourse Village
322072163,BROOKLYN,WEST 7 STREET,Bensonhurst East
322044970,BROOKLYN,ORIENTAL BLVD,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
123857184,MANHATTAN,THIRD AVENUE,Turtle Bay-East Midtown
123830998,MANHATTAN,UNITED NATIONS PLAZA,Turtle Bay-East Midtown
220728595,BRONX,KEARNEY AVENUE,Pelham Bay-Country Club-City Island
322071510,BROOKLYN,OCEAN AVENUE,Midwood
421606444,QUEENS,217 ST.,Oakland Gardens
421958698,QUEENS,95 STREET,Jackson Heights
220728452,BRONX,SEDGWICK AVENUE,University Heights-Morris Heights
140891202,MANHATTAN,BLEECKER STREET,West Village
440589392,QUEENS,95TH AVENUE,Queens Village
140891694,MANHATTAN,E 4TH ST,East Village
322030235,BROOKLYN,LINCOLN PLACE,Crown Heights North
321589857,BROOKLYN,SCHAEFER ST,Bushwick South
421948879,QUEENS,64 AVENUE,Oakland Gardens
123843485,MANHATTAN,BROADWAY,SoHo-TriBeCa-Civic Center-Little Italy
520451261,STATEN ISLAND,MOUNTAINVIEW AVENUE,New Springville-Bloomfield-Travis
140892862,MANHATTAN,FIFTH AVENUE,Midtown-Midtown South
140893683,MANHATTAN,BROADWAY,Midtown-Midtown South
123833771,MANHATTAN,EAST 12TH STREET,West Village
140894922,MANHATTAN,LIBERTY STREET,Battery Park City-Lower Manhattan
123887810,MANHATTAN,EAST 93 STREET,Yorkville
140893530,MANHATTAN,WEST 11 STREET,West Village
440591076,QUEENS,44 DRIVE,Hunters Point-Sunnyside-West Maspeth
421961425,QUEENS,JAMAICA AVE,Hollis
321974048,BROOKLYN,EAST 9 STREET,Ocean Parkway South
421899627,QUEENS,35TH AVENUE,Murray Hill
420667335,QUEENS,NORTHERN BLVD.,North Corona
140895075,MANHATTAN,BEACH STREET,SoHo-TriBeCa-Civic Center-Little Italy
322034954,BROOKLYN,OLIVER ST,Bay Ridge
121207425,MANHATTAN,5TH AVENUE,East Harlem South
240272129,BRONX,MANIDA STREET,Hunts Point
321589973,BROOKLYN,NORTH 6 STREET,North Side-South Side
123572384,MANHATTAN,W 114 ST,Morningside Heights
123878731,MANHATTAN,7 AVE,Central Harlem South
321589697,BROOKLYN,GROVE STREET,Bushwick South
440594000,QUEENS,222ND STREET,Laurelton
340727958,BROOKLYN,COLUMBIA HEIGHTS,Brooklyn Heights-Cobble Hill
140896582,MANHATTAN,GRAMERCY PARK SOUTH,Gramercy
421944855,QUEENS,EMPIRE AVE,Far Rockaway-Bayswater
121207620,MANHATTAN,GRAND STREET,Lower East Side
123910642,MANHATTAN,WEST 47TH STREET,Clinton
322084230,BROOKLYN,CHESTER ST,Brownsville
421902034,QUEENS,109TH AVENUE,Hollis
340725870,BROOKLYN,OCEAN PARKWAY,Brighton Beach
240272307,BRONX,WOODYCREST AVENUE,Highbridge
421474899,QUEENS,BURTON STREET,Whitestone
140897304,MANHATTAN,EAST 61ST STREET,Upper East Side-Carnegie Hill
340725969,BROOKLYN,EAST 53 ST,Rugby-Remsen Village
440592495,QUEENS,56 ROAD,Hunters Point-Sunnyside-West Maspeth
440592510,QUEENS,101 AVENUE,Richmond Hill
140897652,MANHATTAN,TEST STREET,
440592538,QUEENS,SHORE FRONT PARKWAY,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
140897723,MANHATTAN,EAST 28TH STREET,Gramercy
140898562,MANHATTAN,LEXINGTON AVENUE,Upper East Side-Carnegie Hill
123702939,MANHATTAN,COLUMBUS AVENUE,Lincoln Square
322088236,BROOKLYN,AVENUE Y,Gravesend
440592547,QUEENS,40TH AVE,Queensbridge-Ravenswood-Long Island City
140898697,MANHATTAN,FIFTH AVENUE,Midtown-Midtown South
140898820,MANHATTAN,AVENUE OF THE AMERICAS,Midtown-Midtown South
140899419,MANHATTAN,WEST 23RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
123913006,MANHATTAN,WEST 55TH STREET,Clinton
440594091,QUEENS,22 STREET,Old Astoria
140898866,MANHATTAN,WEST END AVENUE,Upper West Side
140899142,MANHATTAN,2 AVENUE,Yorkville
240272753,BRONX,LODOVICK AVENUE,Allerton-Pelham Gardens
140899767,MANHATTAN,RIVINGTON STREET,Chinatown
240272780,BRONX,ORLOFF AVENUE,Van Cortlandt Village
140899954,MANHATTAN,W 86 STREET,Upper West Side
123874110,MANHATTAN,EAST 15 STREET,Gramercy
140900559,MANHATTAN,WEST 122 STREET,Central Harlem South
340727262,BROOKLYN,52ND STREET,Sunset Park West
421763540,QUEENS,112 STREET,Forest Hills
440593500,QUEENS,157TH STREET,South Jamaica
321589973,BROOKLYN,NORTH 6 STREET,North Side-South Side
140900782,MANHATTAN,NINTH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
140900791,MANHATTAN,NINTH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
140900862,MANHATTAN,READE STREET,SoHo-TriBeCa-Civic Center-Little Italy
140900933,MANHATTAN,5TH AVENUE,Central Harlem North-Polo Grounds
321589580,BROOKLYN,MADISON STREET,Stuyvesant Heights
340727798,BROOKLYN,NEW YORK AVE,Erasmus
140901335,MANHATTAN,LEXINGTON AVENUE,Turtle Bay-East Midtown
321589857,BROOKLYN,SCHAEFER ST,Bushwick South
140901095,MANHATTAN,RIVERSIDE DRIVE,Morningside Heights
140902316,MANHATTAN,PARK AVENUE,Turtle Bay-East Midtown
123569352,MANHATTAN,BROADWAY,SoHo-TriBeCa-Civic Center-Little Italy
140902290,MANHATTAN,YORK AVENUE,Lenox Hill-Roosevelt Island
340728207,BROOKLYN,BATCHELDER STREET,Madison
340728172,BROOKLYN,SAINT JAMES PLACE,Clinton Hill
322034972,BROOKLYN,CLIFTON PL,Clinton Hill
140901503,MANHATTAN,TIMES SQUARE,Midtown-Midtown South
321589580,BROOKLYN,MADISON STREET,Stuyvesant Heights
240273191,BRONX,EAST FORDHAM ROAD,Belmont
140902370,MANHATTAN,PARK AVENUE,Turtle Bay-East Midtown
140902487,MANHATTAN,LIBERTY STREET,Battery Park City-Lower Manhattan
123913569,MANHATTAN,EAST 16TH STREET,Gramercy
421764870,QUEENS,37TH AVENUE,Jackson Heights
322085541,BROOKLYN,WEIRFIELD ST,Bushwick South
322044676,BROOKLYN,VANDERBILT STREET,Windsor Terrace
240273440,BRONX,EAST 233RD STREET,Woodlawn-Wakefield
440597267,QUEENS,114 DRIVE,St. Albans
140903495,MANHATTAN,WEST 19TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
340729402,BROOKLYN,NEW YORK AVENUE,Crown Heights South
340729395,BROOKLYN,13TH STREET,Park Slope-Gowanus
340729331,BROOKLYN,VAN SINDEREN AVENUE,East New York (Pennsylvania Ave)
140944405,MANHATTAN,1ST AVENUE,East Village
421765156,QUEENS,BURNS STREET,Forest Hills
440597374,QUEENS,QUINCE AVENUE,East Flushing
421765272,QUEENS,WOODBINE ST.,Ridgewood
123773666,MANHATTAN,EAST 72ND STREET,Lenox Hill-Roosevelt Island
140904706,MANHATTAN,CHAMBERS STREET,SoHo-TriBeCa-Civic Center-Little Italy
140904868,MANHATTAN,E 14TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
322086363,BROOKLYN,RUTLAND ROAD,Prospect Lefferts Gardens-Wingate
123909431,MANHATTAN,5TH AVENUE,Upper East Side-Carnegie Hill
140905199,MANHATTAN,PARK AVENUE,Turtle Bay-East Midtown
123813221,MANHATTAN,EAST 21 ST,Hudson Yards-Chelsea-Flatiron-Union Square
420667647,QUEENS,BEACH 79 STREET,Hammels-Arverne-Edgemere
322086595,BROOKLYN,49TH STREET,Borough Park
220732900,BRONX,KATONAH AVENUE,Woodlawn-Wakefield
340730560,BROOKLYN,WARREN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
140906090,MANHATTAN,WEST 11TH STREET,West Village
140906063,MANHATTAN,FIFTH AVENUE,Upper East Side-Carnegie Hill
340731042,BROOKLYN,EAST 95 STREET,Canarsie
421763648,QUEENS,65 AVENUE,Pomonok-Flushing Heights-Hillcrest
140905705,MANHATTAN,EAST 22 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140905956,MANHATTAN,WEST 89TH STREET,Upper West Side
340731319,BROOKLYN,AVENUE M,Canarsie
440596320,QUEENS,5TH AVENUE,College Point
340731364,BROOKLYN,BROOKLYN AVENUE,East Flatbush-Farragut
440596384,QUEENS,WETHEROLE STREET,Rego Park
340731408,BROOKLYN,BRIGHTON 10 STREET,Brighton Beach
340731417,BROOKLYN,EAST 48 STREET,East Flatbush-Farragut
140906376,MANHATTAN,AVENUE OF THE AMERICAS,Midtown-Midtown South
240274136,BRONX,BRONX BLVD,Woodlawn-Wakefield
421753604,QUEENS,37 AVE,Jackson Heights
440596482,QUEENS,116 AVENUE,St. Albans
340731541,BROOKLYN,CENTRAL AVENUE,Bushwick South
440596561,QUEENS,46 AVENUE,East Flushing
440596589,QUEENS,106 AVENUE,Jamaica
440596614,QUEENS,MURDOCK AVENUE,St. Albans
440596534,QUEENS,85 AVENUE,Oakland Gardens
440596598,QUEENS,GATES AVE,Ridgewood
440596455,QUEENS,NORTH CONDUIT AVE,Ozone Park
440596696,QUEENS,170 STREET,South Jamaica
140907464,MANHATTAN,WEST 57TH STREET,Clinton
140907491,MANHATTAN,MADISON AVENUE,Midtown-Midtown South
440596758,QUEENS,215 PLACE,Bayside-Bayside Hills
140907776,MANHATTAN,7TH AVENUE,Midtown-Midtown South
440596883,QUEENS,34 AVENUE,Bayside-Bayside Hills
440596892,QUEENS,112 AVENUE,Queens Village
140907589,MANHATTAN,EAST 4 STREET,West Village
440596945,QUEENS,171 STREET,Baisley Park
520398070,STATEN ISLAND,ANNADALE ROAD,Annadale-Huguenot-Prince's Bay-Eltingville
440597016,QUEENS,45 STREET,Astoria
440597196,QUEENS,143 STREET,Baisley Park
340731621,BROOKLYN,PARK PLACE,Prospect Heights
540176307,STATEN ISLAND,PORT RICHMOND AVE,Port Richmond
140908392,MANHATTAN,WEST 116TH STREET,Central Harlem South
340732078,BROOKLYN,EAST 10TH STREET,Midwood
540176183,STATEN ISLAND,VIRGINIA AVENUE,Stapleton-Rosebank
440597819,QUEENS,162 ST,Murray Hill
440597828,QUEENS,162 ST,Murray Hill
340733013,BROOKLYN,HOMECREST AVE,Homecrest
440598097,QUEENS,48TH STREET,Hunters Point-Sunnyside-West Maspeth
440598079,QUEENS,195 STREET,Hollis
440597640,QUEENS,214 ST,Oakland Gardens
440597935,QUEENS,148 ROAD,Springfield Gardens South-Brookville
540176316,STATEN ISLAND,EDGEGROVE AVENUE,Rossville-Woodrow
140910281,MANHATTAN,W 174TH ST,Washington Heights South
340733415,BROOKLYN,BERGEN STREET,Ocean Hill
140910539,MANHATTAN,WEST 116TH STREET,Morningside Heights
440598471,QUEENS,259 STREET,Glen Oaks-Floral Park-New Hyde Park
140909961,MANHATTAN,WEST 25TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140910209,MANHATTAN,WEST 59TH STREET,Lincoln Square
140910183,MANHATTAN,10TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
140910557,MANHATTAN,E 10 ST,West Village
140910566,MANHATTAN,WEST 89TH STREET,Upper West Side
140910762,MANHATTAN,MADISON AVENUE,East Harlem North
340733638,BROOKLYN,EAST 98TH STREET,Canarsie
140910575,MANHATTAN,WEST 91ST STREET,Upper West Side
321592040,BROOKLYN,PRESIDENT STREET,Park Slope-Gowanus
240274840,BRONX,WILDER AVENUE,Woodlawn-Wakefield
440598596,QUEENS,262 PLACE,Rosedale
540176575,STATEN ISLAND,VAN BRUNT STREET,Annadale-Huguenot-Prince's Bay-Eltingville
440598505,QUEENS,QUEENS BLVD.,Elmhurst
140911020,MANHATTAN,5 AVENUE,Midtown-Midtown South
220733534,BRONX,EAST 211 STREET,Williamsbridge-Olinville
240275000,BRONX,TIEMANN AVENUE,Allerton-Pelham Gardens
140911333,MANHATTAN,WEST 20TH ST,Hudson Yards-Chelsea-Flatiron-Union Square
340734325,BROOKLYN,14 AVE,Dyker Heights
140911397,MANHATTAN,EAST 59TH STREET,Lenox Hill-Roosevelt Island
140911672,MANHATTAN,W 106 STREET,Upper West Side
340734478,BROOKLYN,EAST 7 STREET,Ocean Parkway South
140911529,MANHATTAN,PARK AVENUE SOUTH,Hudson Yards-Chelsea-Flatiron-Union Square
140911663,MANHATTAN,RIVERSIDE DRIVE,Morningside Heights
140911538,MANHATTAN,2ND AVENUE,East Village
440599050,QUEENS,BOWNE STREET,Flushing
140911798,MANHATTAN,BROADWAY,SoHo-TriBeCa-Civic Center-Little Italy
240275126,BRONX,EAST 173RD STREET,Mount Hope
340734584,BROOKLYN,EAST 93 STREET,Rugby-Remsen Village
140911832,MANHATTAN,COLUMBUS AVENUE,Lincoln Square
140912074,MANHATTAN,EAST 74 STREET,Upper East Side-Carnegie Hill
340735093,BROOKLYN,LEXINGTON AVE,Bedford
340735100,BROOKLYN,LEXINGTON AVE,Bedford
340734815,BROOKLYN,GATES AVENUE,Bedford
340734833,BROOKLYN,GATES AVENUE,Bedford
340734842,BROOKLYN,GATES AVENUE,Bedford
340734806,BROOKLYN,GATES AVENUE,Bedford
440599363,QUEENS,AUSTIN STREET,Kew Gardens
520453465,STATEN ISLAND,OCEAN AVENUE,Grasmere-Arrochar-Ft. Wadsworth
440599602,QUEENS,GATES AVENUE,Ridgewood
520453508,STATEN ISLAND,ANDROVETTE STREET,Charleston-Richmond Valley-Tottenville
340735315,BROOKLYN,RIDGE BLVD,Bay Ridge
340735707,BROOKLYN,FOSTER AVENUE,East Flatbush-Farragut
140912261,MANHATTAN,WEST 132ND STREET,Central Harlem North-Polo Grounds
140912902,MANHATTAN,EAST 81 STREET,Upper East Side-Carnegie Hill
340735949,BROOKLYN,SEAVIEW AVENUE,Starrett City
421449043,QUEENS,162 AVENUE,Lindenwood-Howard Beach
340735967,BROOKLYN,PROSPECT PARK WEST,Park Slope-Gowanus
340735994,BROOKLYN,WYONA STREET,Cypress Hills-City Line
140913028,MANHATTAN,RIVERSIDE DRIVE,Upper West Side
440599719,QUEENS,95TH AVENUE,Woodhaven
140912788,MANHATTAN,HAMILTON TERRACE,Hamilton Heights
440600100,QUEENS,18 AVENUE,Ft. Totten-Bay Terrace-Clearview
440600173,QUEENS,93RD AVENUE,Jamaica
140913572,MANHATTAN,EAST 58TH STREET,Turtle Bay-East Midtown
340736065,BROOKLYN,NICHOLS AVENUE,Cypress Hills-City Line
421449052,QUEENS,NOEL ROAD,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
140913304,MANHATTAN,RIVERSIDE DRIVE,Upper West Side
421449061,QUEENS,163 ROAD,Lindenwood-Howard Beach
421449070,QUEENS,BROADWAY,Lindenwood-Howard Beach
340736145,BROOKLYN,84 STREET,Bensonhurst East
140913830,MANHATTAN,WEST 114 STREET,Morningside Heights
440600404,QUEENS,14 STREET,Old Astoria
340736421,BROOKLYN,LAFAYETTE AVENUE,Bedford
140913750,MANHATTAN,9TH AVENUE,Hudson Yards-Chelsea-Flatiron-Union Square
140913910,MANHATTAN,BROADWAY,Midtown-Midtown South
440600360,QUEENS,114TH PLACE,South Ozone Park
140914027,MANHATTAN,PENN PLAZA,Midtown-Midtown South
440600510,QUEENS,MORENCI LANE,Douglas Manor-Douglaston-Little Neck
440600583,QUEENS,103 AVENUE,South Ozone Park
440600486,QUEENS,225 STREET,Laurelton
340736831,BROOKLYN,BERRY STREET,North Side-South Side
340736840,BROOKLYN,12TH STREET,Park Slope-Gowanus
340736733,BROOKLYN,GROVE ST,Bushwick North
421773450,QUEENS,BOULEVARD,Whitestone
440600477,QUEENS,56 STREET,Ridgewood
440600743,QUEENS,150 PLACE,Murray Hill
140914330,MANHATTAN,WEST 11 STREET,West Village
140914562,MANHATTAN,EAST 79TH STREET,Yorkville
140914704,MANHATTAN,BROADWAY,SoHo-TriBeCa-Civic Center-Little Italy
140914349,MANHATTAN,WEST END AVENUE,Upper West Side
440600814,QUEENS,104TH ST,East Elmhurst
340736939,BROOKLYN,RIDGE BLVD,Bay Ridge
140914660,MANHATTAN,RIVERSIDE DRIVE,Morningside Heights
340737117,BROOKLYN,WILLOUGHBY STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
340737215,BROOKLYN,WILLOUGHBY STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
140914820,MANHATTAN,PARK AVE SOUTH,Hudson Yards-Chelsea-Flatiron-Union Square
140914875,MANHATTAN,PARK AVE SOUTH,Hudson Yards-Chelsea-Flatiron-Union Square
140915062,MANHATTAN,WEST 116 STREET,Central Harlem South
140915106,MANHATTAN,3 AVENUE,Gramercy
140914759,MANHATTAN,EAST 94 STRET,Upper East Side-Carnegie Hill
440600985,QUEENS,184 STREET,Fresh Meadows-Utopia
240275812,BRONX,WHITE PLAINS RD,Woodlawn-Wakefield
140915348,MANHATTAN,PARK AVENUE,Turtle Bay-East Midtown
140915455,MANHATTAN,EAST 81ST STREET,Yorkville
421773487,QUEENS,216 ST,Bayside-Bayside Hills
540177057,STATEN ISLAND,HARRISON AVE,Port Richmond
140915366,MANHATTAN,EAST 106TH STREET,East Harlem South
340737572,BROOKLYN,55TH STREET,Borough Park
440601555,QUEENS,35 STREET,Hunters Point-Sunnyside-West Maspeth
340737723,BROOKLYN,HARWAY AVENUE,Gravesend
140915767,MANHATTAN,ELDRIDGE STREET,Chinatown
440601243,QUEENS,56 ROAD,Maspeth
340737750,BROOKLYN,MANHATTAN AVENUE,Greenpoint
140915838,MANHATTAN,PARK AVENUE,Upper East Side-Carnegie Hill
440601699,QUEENS,PARSONS BLVD,Queensboro Hill
440601715,QUEENS,75TH AVENUE,Oakland Gardens
340737796,BROOKLYN,OCEAN AVENUE,Midwood
440601680,QUEENS,64TH AVE,Forest Hills
340737910,BROOKLYN,BAY RIDGE AVE,Bensonhurst West
240275956,BRONX,ORCHARD BEACH,park-cemetery-etc-Bronx
340738027,BROOKLYN,PROSPECT PARK WEST,park-cemetery-etc-Brooklyn
340738090,BROOKLYN,EAST 28TH STREET,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
340738054,BROOKLYN,VANDERBILT AVENUE,Clinton Hill
220733730,BRONX,ST. LAWRENCE AVENUE,Soundview-Bruckner
140916178,MANHATTAN,CENTRAL PARK WEST,Upper West Side
140916212,MANHATTAN,EAST 50 STREET,Turtle Bay-East Midtown
140916267,MANHATTAN,WEST 44 STREET,Midtown-Midtown South
440601920,QUEENS,DANIELS STREET,Briarwood-Jamaica Hills
322036845,BROOKLYN,AVENUE K,Midwood
440601911,QUEENS,86 AVENUE,Briarwood-Jamaica Hills
340738170,BROOKLYN,WASHINGTON AVE,Clinton Hill
140916294,MANHATTAN,GREENWICH ST,West Village
340738205,BROOKLYN,FLATBUSH AVENUE,Prospect Lefferts Gardens-Wingate
140916418,MANHATTAN,WEST 45 STREET,Midtown-Midtown South
140916490,MANHATTAN,LEXINGTON AVENUE,Upper East Side-Carnegie Hill
140916392,MANHATTAN,EAST 72 STREET,Lenox Hill-Roosevelt Island
340738214,BROOKLYN,PROSPECT PARK WEST,Park Slope-Gowanus
421939273,QUEENS,235 STREET,Douglas Manor-Douglaston-Little Neck
240276018,BRONX,EAST 232 STREET,Williamsbridge-Olinville
103764464,MANHATTAN,ST NICHOLAS AVENUE,Central Harlem South
103764464,MANHATTAN,ST NICHOLAS AVENUE,Central Harlem South
200820629,BRONX,MANIDA STREET,Hunts Point
201001842,BRONX,MANIDA STREET,Hunts Point
301329015,BROOKLYN,MALCOLM X BOULEVARD,Stuyvesant Heights
140916524,MANHATTAN,WEST 42 STREET,Clinton
421765557,QUEENS,166 ST,East Flushing
104756907,MANHATTAN,EAST 120 STREET,East Harlem North
301356510,BROOKLYN,41 STREET,Sunset Park West
540177315,STATEN ISLAND,WEST CEDARVIEW AVENUE,Oakwood-Oakwood Beach
440602206,QUEENS,ROOSEVELT AVENUE,Woodside
440602215,QUEENS,91ST STREET,Jackson Heights
140917168,MANHATTAN,THIRD AVENUE,Turtle Bay-East Midtown
140917159,MANHATTAN,THIRD AVENUE,Turtle Bay-East Midtown
140917186,MANHATTAN,WEST 20TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
340738704,BROOKLYN,KANE PLACE,Crown Heights North
340738722,BROOKLYN,EAST 51ST STREET,Rugby-Remsen Village
140917211,MANHATTAN,BEEKMAN STREET,Battery Park City-Lower Manhattan
340738731,BROOKLYN,SCHENECTADY AVENUE,Flatlands
340738740,BROOKLYN,E 53RD STREET,Prospect Lefferts Gardens-Wingate
240276223,BRONX,TENBROECK AVENUE,Van Nest-Morris Park-Westchester Square
440602224,QUEENS,POINT CRESCENT,Whitestone
140917195,MANHATTAN,CENTRAL PARK WEST,Upper West Side
140917257,MANHATTAN,W 180TH STREET,Washington Heights North
340738759,BROOKLYN,4TH AVENUE,Sunset Park West
440602251,QUEENS,31ST STREET,Old Astoria
140917266,MANHATTAN,PARK AVENUE,Turtle Bay-East Midtown
140917248,MANHATTAN,E 69 ST,Upper East Side-Carnegie Hill
340738768,BROOKLYN,EMMONS AVE,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
440602279,QUEENS,60 AVENUE,Elmhurst
140917284,MANHATTAN,FULTON STREET,Battery Park City-Lower Manhattan
440602288,QUEENS,LINDEN BOULEVARD,Baisley Park
140917293,MANHATTAN,THIRD AVENUE,Turtle Bay-East Midtown
540177324,STATEN ISLAND,ARTHUR KILL ROAD,Charleston-Richmond Valley-Tottenville
540177333,STATEN ISLAND,RALPH PLACE,Grasmere-Arrochar-Ft. Wadsworth
140917319,MANHATTAN,LEXINGTON AVE,Murray Hill-Kips Bay
440602260,QUEENS,NORTH CONDUIT AVENUE,Ozone Park
340738820,BROOKLYN,RUTLEDGE STREET,Williamsburg
140917355,MANHATTAN,WEST 100TH STREET,Upper West Side
340738811,BROOKLYN,ST FELIX STREET,Fort Greene
440602297,QUEENS,POWELLS COVE BLVD,Whitestone
340738839,BROOKLYN,7TH AVENUE,Park Slope-Gowanus
340738884,BROOKLYN,EMPIRE BOULEVARD,Crown Heights South
