Job #,Borough,House #,Street Name,GIS_NTA_NAME
123804455,MANHATTAN,614,WEST 131 STREET,Manhattanville
340684511,BROOKLYN,1575,86TH STREET,Bath Beach
123478539,MANHATTAN,327,WEST 11 STREET,West Village
421729712,QUEENS,33-32,102 STREET,North Corona
321952507,BROOKLYN,352,6 AVE,Park Slope-Gowanus
421739211,QUEENS,190-15,121 AVE,St. Albans
421950302,QUEENS,108-69,ROOSEVELT AVENUE,North Corona
121205588,MANHATTAN,39,EAST 67TH STREET,Upper East Side-Carnegie Hill
121205588,MANHATTAN,39,EAST 67TH STREET,Upper East Side-Carnegie Hill
321975939,BROOKLYN,1710,AVENUE H,Flatbush
421735484,QUEENS,822,FRISCO AVE,Far Rockaway-Bayswater
421735475,QUEENS,1346,CAFFREY AVE,Far Rockaway-Bayswater
140859079,MANHATTAN,8,CHARLES LANE,West Village
421735616,QUEENS,323,WOODWARD AVENUE,Ridgewood
123780355,MANHATTAN,424,EAST 92ND STREET,Yorkville
123776903,MANHATTAN,75,9TH AVE,Hudson Yards-Chelsea-Flatiron-Union Square
421102531,QUEENS,40-11,28 STREET,Queensbridge-Ravenswood-Long Island City
421102568,QUEENS,29-66,137 ST,Flushing
421102559,QUEENS,29-66,137 ST,Flushing
123883486,MANHATTAN,342,WEST 21 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
421746267,QUEENS,172-43 GAR,126 AVE,St. Albans
123693066,MANHATTAN,5,HANOVER SQUARE,Battery Park City-Lower Manhattan
123773247,MANHATTAN,520,WEST 43RD STREET,Clinton
123690568,MANHATTAN,366,WEST 30 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
123819074,MANHATTAN,805,THIRD AVENUE,Turtle Bay-East Midtown
240259108,BRONX,702,GRAND CONCOURSE,East Concourse-Concourse Village
123773247,MANHATTAN,520,WEST 43RD STREET,Clinton
440563926,QUEENS,248-08,DEEPDALE AVENUE,Douglas Manor-Douglaston-Little Neck
321926243,BROOKLYN,1752,DAHILL ROAD,Bensonhurst East
440564220,QUEENS,60-58,68TH ROAD,Ridgewood
321985722,BROOKLYN,194,DOVER STREET,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
240261818,BRONX,2444,CAMBRELENG AVE,Belmont
321597198,BROOKLYN,473,DAHILL ROAD,Kensington-Ocean Parkway
421922691,QUEENS,27-09,40 AVENUE,Queensbridge-Ravenswood-Long Island City
321985713,BROOKLYN,190,DOVER STREET,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
321985704,BROOKLYN,186,DOVER STREET,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
421547357,QUEENS,87-47,116 STREET,Richmond Hill
321595010,BROOKLYN,46,DIAMOND STREET,Greenpoint
421911952,QUEENS,1909,MOTT AVE,Far Rockaway-Bayswater
321597884,BROOKLYN,1405,HERKIMER ST,Ocean Hill
322011933,BROOKLYN,747 GARAGE,BEDFORD AVE,Bedford
322011924,BROOKLYN,747,BEDFORD AVE,Bedford
421916225,QUEENS,326,RICHMOND ROAD,Douglas Manor-Douglaston-Little Neck
321597964,BROOKLYN,624,CONEY ISLAND AVE,Kensington-Ocean Parkway
121206337,MANHATTAN,232,EAST BROADWAY,Lower East Side
123885705,MANHATTAN,13,WEST 13TH STREET,West Village
123785760,MANHATTAN,315,WEST 113TH STREET,Central Harlem South
321595010,BROOKLYN,46,DIAMOND STREET,Greenpoint
540170152,STATEN ISLAND,75,FOREST GREEN,Arden Heights
123771409,MANHATTAN,16,WEST 22 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
421743885,QUEENS,17-85,215TH STREET,Ft. Totten-Bay Terrace-Clearview
321597884,BROOKLYN,1405,HERKIMER ST,Ocean Hill
340703563,BROOKLYN,63,STOCKHOLM STREET,Bushwick South
421909698,QUEENS,35-35,STEINWAY STREET,Astoria
321595243,BROOKLYN,409,STOCKHOLM STREET,Bushwick North
340707970,BROOKLYN,155A,MAC DOUGAL STREET,Ocean Hill
322003416,BROOKLYN,737,HINSDALE STREET,East New York
210179581,BRONX,1432,VYSE AVE,Crotona Park East
322013254,BROOKLYN,347,HENRY STREET,Carroll Gardens-Columbia Street-Red Hook
322005593,BROOKLYN,570,EAST 31 STREET,Flatbush
421906762,QUEENS,66-02,58 AVENUE,Maspeth
321773602,BROOKLYN,747,BEDFORD AV,Bedford
421908387,QUEENS,230-01,58 AVE,Oakland Gardens
123787081,MANHATTAN,253,BROADWAY,SoHo-TriBeCa-Civic Center-Little Italy
123844126,MANHATTAN,60,WALL STREET,Battery Park City-Lower Manhattan
520386216,STATEN ISLAND,38 GAR,JOHN STREET,Port Richmond
321596171,BROOKLYN,415,18TH STREET,Park Slope-Gowanus
440577715,QUEENS,109-07,86 AVE,Richmond Hill
123848195,MANHATTAN,52,WEST 8 STREET,West Village
123846589,MANHATTAN,860,5TH AVENUE,Upper East Side-Carnegie Hill
322017385,BROOKLYN,1106,GATES AVE,Bushwick South
322004781,BROOKLYN,11,CONSELYEA ST,East Williamsburg
123844126,MANHATTAN,60,WALL STREET,Battery Park City-Lower Manhattan
322018142,BROOKLYN,304,CLINTON STREET,Carroll Gardens-Columbia Street-Red Hook
421898931,QUEENS,1-35,57TH AVENUE,Hunters Point-Sunnyside-West Maspeth
140882551,MANHATTAN,34,WEST 65TH STREET,Lincoln Square
540172472,STATEN ISLAND,885,HUGUENOT AVENUE,Annadale-Huguenot-Prince's Bay-Eltingville
123726272,MANHATTAN,538,MADISON AVENUE,Midtown-Midtown South
421860533,QUEENS,29-01,20TH AVE.,Steinway
322021272,BROOKLYN,886,BROADWAY,Stuyvesant Heights
421782556,QUEENS,76-47 GAR,173 ST,Pomonok-Flushing Heights-Hillcrest
321596607,BROOKLYN,917,BROADWAY,Bushwick South
340712795,BROOKLYN,545,MILLER AVENUE,East New York
440581381,QUEENS,10709,129TH  ST,South Ozone Park
123727921,MANHATTAN,1107,5 AVENUE,Upper East Side-Carnegie Hill
421802721,QUEENS,43-28,220 STREET,Bayside-Bayside Hills
220723331,BRONX,17,THROGGS NECK BLVD,Schuylerville-Throgs Neck-Edgewater Park
123796525,MANHATTAN,590,MADISON AVENUE,Midtown-Midtown South
421802133,QUEENS,144-77,BARCLAY AV,Murray Hill
140884158,MANHATTAN,2468,7TH AVENUE,Central Harlem North-Polo Grounds
421802320,QUEENS,160-13,NORTHERN BLVD,Murray Hill
540173364,STATEN ISLAND,36,HAMILTON AVE,West New Brighton-New Brighton-St. George
322030789,BROOKLYN,2171,61ST STREET,Borough Park
140944502,MANHATTAN,354,EAST 13TH STREET,East Village
421801410,QUEENS,23-18,38 STREET,Steinway
421802552,QUEENS,91-29,181 ST,Jamaica
340759496,BROOKLYN,2206,EAST 66TH STREET,Georgetown-Marine Park-Bergen Beach-Mill Basin
123797445,MANHATTAN,136,E 64 ST,Upper East Side-Carnegie Hill
123789034,MANHATTAN,129,EAST 69TH STREET,Upper East Side-Carnegie Hill
440584501,QUEENS,114-18,149TH AVENUE,South Ozone Park
340716979,BROOKLYN,17,HARDEN STREET,Flatlands
123843403,MANHATTAN,15,EAST 91 ST,Upper East Side-Carnegie Hill
321596607,BROOKLYN,917,BROADWAY,Bushwick South
123840095,MANHATTAN,257,WEST 4TH STREET,West Village
123840095,MANHATTAN,257,WEST 4TH STREET,West Village
421414320,QUEENS,102-33,164 AVENUE,Lindenwood-Howard Beach
123697767,MANHATTAN,20,RANDALLS ISLAND,
123697767,MANHATTAN,20,RANDALLS ISLAND,
123697767,MANHATTAN,20,RANDALLS ISLAND,
420667031,QUEENS,146-19,61ST ROAD,Queensboro Hill
421756870,QUEENS,48-16,47TH STREET,Hunters Point-Sunnyside-West Maspeth
140888724,MANHATTAN,350,WEST 42ND STREET,Clinton
123745153,MANHATTAN,550,FIRST AVENUE,Murray Hill-Kips Bay
421753141,QUEENS,80-33,169 ST,Pomonok-Flushing Heights-Hillcrest
421753123,QUEENS,80-33 GAR,169 ST,Pomonok-Flushing Heights-Hillcrest
322072500,BROOKLYN,367,12TH STREET,Park Slope-Gowanus
140889741,MANHATTAN,422,EAST 81ST STREET,Yorkville
321926449,BROOKLYN,240,MEEKER AVE,East Williamsburg
123829125,MANHATTAN,1291,MADISON AVE.,Upper East Side-Carnegie Hill
421946041,QUEENS,41-28,MAIN STREET,Flushing
421757398,QUEENS,134-21,158 STREET,Springfield Gardens North
520399658,STATEN ISLAND,48,ERASTINA PL,Mariner's Harbor-Arlington-Port Ivory-Graniteville
421945382,QUEENS,57-29,69 PLACE,Maspeth
123858423,MANHATTAN,70,VESTRY STREET,SoHo-TriBeCa-Civic Center-Little Italy
340722089,BROOKLYN,1241,80TH STREET,Dyker Heights
123829063,MANHATTAN,251,WEST 100 STREET,Upper West Side
440589793,QUEENS,111-27,JAMAICA AVENUE,Richmond Hill
421912005,QUEENS,14-35,165TH STREET,Whitestone
220728728,BRONX,1444,SHAKESPEARE AVENUE,Highbridge
322044621,BROOKLYN,1747,63 ST,Bensonhurst West
240271987,BRONX,465,EAST FORDHAM ROAD,Belmont
421936720,QUEENS,37-02,NORTHERN BOULEVARD,Hunters Point-Sunnyside-West Maspeth
340723195,BROOKLYN,1650,BEDFORD AVENUE,Crown Heights South
440590594,QUEENS,86-28,89 STREET,Woodhaven
340723621,BROOKLYN,1009,LORIMER STREET,Greenpoint
421944178,QUEENS,104-24,116 STREET,South Ozone Park
123876010,MANHATTAN,120,BROADWAY,Battery Park City-Lower Manhattan
123874806,MANHATTAN,15,CHRISTOPHER STREET,West Village
240271923,BRONX,1005,WALTON AVENUE,West Concourse
123724498,MANHATTAN,781,5TH AVENUE,Upper East Side-Carnegie Hill
220726775,BRONX,4164,WHITE PLAINS ROAD,Williamsbridge-Olinville
340725317,BROOKLYN,1346,PACIFIC STREET,Crown Heights North
440590291,QUEENS,23-08,38TH STREET,Steinway
140896797,MANHATTAN,120,EAST 81 STREET,Upper East Side-Carnegie Hill
140896234,MANHATTAN,400,WEST 33RD STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140897046,MANHATTAN,112,GREENE STREET,SoHo-TriBeCa-Civic Center-Little Italy
322088021,BROOKLYN,18,FAIRVIEW PLACE,Erasmus
123855998,MANHATTAN,122,WEST 17TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140897420,MANHATTAN,5,PETER COOPER ROAD,Stuyvesant Town-Cooper Village
121207746,MANHATTAN,565,WEST 159TH STREET,Washington Heights South
322088263,BROOKLYN,648,LEONARD ST,Greenpoint
140897812,MANHATTAN,28,LIBERTY STREET,Battery Park City-Lower Manhattan
123856960,MANHATTAN,86,WEST BROADWAY,SoHo-TriBeCa-Civic Center-Little Italy
220731901,BRONX,530,ELLSWORTH    AVENUE,Schuylerville-Throgs Neck-Edgewater Park
240272272,BRONX,94,BAY STREET,Pelham Bay-Country Club-City Island
421926492,QUEENS,118-24,QUEENS BLVD.,Forest Hills
140897563,MANHATTAN,603,GREENWICH ST,West Village
140898731,MANHATTAN,206,EAST 95 STREET,Yorkville
340726851,BROOKLYN,25,CHAPEL ST,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
140899106,MANHATTAN,530,GRAND STREET,Lower East Side
140899115,MANHATTAN,314,WEST 100TH STREET,Upper West Side
340726913,BROOKLYN,469,LAFAYETTE AVENUE,Bedford
140899213,MANHATTAN,39,EAST 29 STREET,Midtown-Midtown South
140899188,MANHATTAN,200,WEST 41ST STREET,Midtown-Midtown South
140898848,MANHATTAN,770,PARK AVENUE,Upper East Side-Carnegie Hill
240283698,BRONX,1332,EAST BAY AVENUE,Hunts Point
340726904,BROOKLYN,248,WINTHROP ST,Prospect Lefferts Gardens-Wingate
240272726,BRONX,3349,FENTON AVE,Eastchester-Edenwald-Baychester
123830569,MANHATTAN,692,GREENWICH STREET,West Village
322070192,BROOKLYN,666,UNION STREET,Park Slope-Gowanus
421947530,QUEENS,84-56,86TH AVENUE,Woodhaven
210181453,BRONX,1000,MORRIS AVENUE,East Concourse-Concourse Village
140899507,MANHATTAN,322,7TH AVENUE,Midtown-Midtown South
123911927,MANHATTAN,19,WEST 21 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140899776,MANHATTAN,1165,FIFTH AVENUE,East Harlem South
140900452,MANHATTAN,311,AUDUBON AVENUE,Washington Heights North
440593751,QUEENS,2530,86TH STREET,Jackson Heights
220732624,BRONX,713,EAST 214 STREET,Williamsbridge-Olinville
321590603,BROOKLYN,1816,AVENUE S,Madison
140902012,MANHATTAN,1283,YORK AVENUE,Lenox Hill-Roosevelt Island
421764870,QUEENS,82-11,37TH AVENUE,Jackson Heights
321590729,BROOKLYN,234,BALTIC STREET,Carroll Gardens-Columbia Street-Red Hook
220731830,BRONX,2806,SCHURZ AVENUE,Schuylerville-Throgs Neck-Edgewater Park
140901353,MANHATTAN,28,LIBERTY STREET,Battery Park City-Lower Manhattan
340727752,BROOKLYN,1455,47 STREET,Borough Park
210181300,BRONX,581,AUSTIN PLACE,Longwood
520452965,STATEN ISLAND,105,JANSEN STREET,Annadale-Huguenot-Prince's Bay-Eltingville
340728804,BROOKLYN,1566,40 STREET,Borough Park
421755461,QUEENS,134-21,158 STREET,Springfield Gardens North
340728608,BROOKLYN,747,BEDFORD AVE,Bedford
123912962,MANHATTAN,530,EAST 72 STREET,Lenox Hill-Roosevelt Island
322043971,BROOKLYN,559,17 STREET,Windsor Terrace
140904207,MANHATTAN,205,AVENUE C,Lower East Side
322037256,BROOKLYN,320,WYTHE AVENUE,North Side-South Side
340728644,BROOKLYN,552,PROSPECT PL,Crown Heights North
140908702,MANHATTAN,920,LEXINGTON AVENUE,Upper East Side-Carnegie Hill
140944511,MANHATTAN,150,EAST 58TH STREET,Turtle Bay-East Midtown
421765780,QUEENS,85-12GAR,WICKLOW PLACE,Jamaica Estates-Holliswood
440595116,QUEENS,194-34,115TH AVENUE,St. Albans
421765771,QUEENS,31-08,BUELL STREET,East Elmhurst
322086719,BROOKLYN,606,CONEY ISLAND AVENUE,Kensington-Ocean Parkway
421798987,QUEENS,162-14,76 ROAD,Kew Gardens Hills
440621490,QUEENS,77-14,31 AVE,Jackson Heights
210180579,BRONX,2140,MATTHEWS AVENUE,Pelham Parkway
210181523,BRONX,746,EAST 224 STREET,Williamsbridge-Olinville
322037871,BROOKLYN,2733,EAST 12TH STREET,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
123919830,MANHATTAN,201,EAST 62ND STREET,Lenox Hill-Roosevelt Island
321773602,BROOKLYN,747,BEDFORD AV,Bedford
322037933,BROOKLYN,2380,CONEY ISLAND AVENUE,Homecrest
140904715,MANHATTAN,32,GRAMERCY PARK SOUTH,Gramercy
322037498,BROOKLYN,41,CLARK STREET,Brooklyn Heights-Cobble Hill
440595704,QUEENS,104-33,90TH AVENUE,Richmond Hill
140906991,MANHATTAN,114,EAST 90 STREET,Upper East Side-Carnegie Hill
440596446,QUEENS,226-26,UNION TURNPIKE,Oakland Gardens
421943909,QUEENS,248-34,VAN ZANDT AVENUE,Douglas Manor-Douglaston-Little Neck
421216972,QUEENS,101-20,LIBERTY AVENUE,South Ozone Park
321590729,BROOKLYN,234,BALTIC STREET,Carroll Gardens-Columbia Street-Red Hook
340731266,BROOKLYN,97,WYCKOFF AVE,Bushwick North
340731097,BROOKLYN,177,PALMETTO STREET,Bushwick South
140907106,MANHATTAN,19,WEST 31ST STREET,Midtown-Midtown South
140907437,MANHATTAN,222,WEST 23 STREET,Hudson Yards-Chelsea-Flatiron-Union Square
440596865,QUEENS,231-17,67 AVENUE,Oakland Gardens
140907614,MANHATTAN,53,GREENE STREET,SoHo-TriBeCa-Civic Center-Little Italy
321591880,BROOKLYN,116,2 PLACE,Carroll Gardens-Columbia Street-Red Hook
240274109,BRONX,2898,WELLMAN AVENUE,Schuylerville-Throgs Neck-Edgewater Park
220732973,BRONX,1361,HERSCHELL STREET,Westchester-Unionport
322037602,BROOKLYN,295,FLATBUSH AVENUE EXTENSION,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
340731756,BROOKLYN,257,BAYRIDGE AVENUE,Bay Ridge
140910227,MANHATTAN,1249,5TH AVENUE,East Harlem South
340733772,BROOKLYN,1928,CONEY ISLAND AVENUE,Homecrest
140910904,MANHATTAN,437,MADISON AVENUE,Midtown-Midtown South
140911173,MANHATTAN,60,EAST 42ND STREET,Murray Hill-Kips Bay
440598916,QUEENS,37-20,87 STREET,Jackson Heights
340733816,BROOKLYN,139,18 STREET,Park Slope-Gowanus
340733139,BROOKLYN,303,SARATOGA AVENUE,Ocean Hill
340736528,BROOKLYN,7126,BERGEN COURT,Georgetown-Marine Park-Bergen Beach-Mill Basin
340736788,BROOKLYN,2305,WEST 11TH STREET,Gravesend
140911734,MANHATTAN,550,MADISON AVENUE,Midtown-Midtown South
140911743,MANHATTAN,550,MADISON AVENUE,Midtown-Midtown South
240275199,BRONX,2915,HOLLAND AVENUE,Bronxdale
140912243,MANHATTAN,1,FIFTH AVE,West Village
340736591,BROOKLYN,160,WILLOUGHBY AVENUE,Clinton Hill
421940216,QUEENS,161-53,CROSSBAY BOULEVARD,Lindenwood-Howard Beach
440601396,QUEENS,143-17,181 STREET,Springfield Gardens North
140915543,MANHATTAN,1330,AVENUE OF THE AMERICAS,Midtown-Midtown South
440600930,QUEENS,38-09,BELL BOULEVARD,Bayside-Bayside Hills
140914232,MANHATTAN,61,BROADWAY,Battery Park City-Lower Manhattan
240275885,BRONX,2050,GRAND CONCOURSE,Mount Hope
140915874,MANHATTAN,709,11TH AVENUE,Clinton
140915696,MANHATTAN,25,CENTRAL PARK WEST,Lincoln Square
140914777,MANHATTAN,3,EAST 95TH STREET,Upper East Side-Carnegie Hill
440601644,QUEENS,43-67 GAR,159 ST,East Flushing
140916016,MANHATTAN,10,SHERIDAN SQUARE,West Village
340737992,BROOKLYN,309,BERGEN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
540177388,STATEN ISLAND,614,BROADWAY,West New Brighton-New Brighton-St. George
540177306,STATEN ISLAND,614,CARY AVENUE,West New Brighton-New Brighton-St. George
540177119,STATEN ISLAND,752,TARGEE STREET,Grymes Hill-Clifton-Fox Hills
322036907,BROOKLYN,136,LAFAYETTE AVENUE,Fort Greene
140917391,MANHATTAN,1325,FIFTH AVE,East Harlem South
440602135,QUEENS,131-02,142 ST,Baisley Park
440603116,QUEENS,149-39,HUXLEY STREET,Rosedale
440603125,QUEENS,115-57,231 STREET,Cambria Heights
440603143,QUEENS,112-03,212 STREET,Queens Village
440603152,QUEENS,94-56,199 STREET,Hollis
440603170,QUEENS,195-21,SAGAMORE AVENUE,Hollis
340739277,BROOKLYN,555,BRISTOL STREET,Brownsville
140917907,MANHATTAN,27,WEST 24TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
140917943,MANHATTAN,436,EAST 10 STREET,Lower East Side
440602965,QUEENS,132-08 GAR,95 AVENUE,Richmond Hill
340739482,BROOKLYN,145,KENILWORTH PLACE,Flatbush
340739295,BROOKLYN,994,HERKIMER STREET,Ocean Hill
140918407,MANHATTAN,520,WEST 143 STREET,Hamilton Heights
440603330,QUEENS,97-25,64TH AVENUE,Rego Park
340739543,BROOKLYN,364,TOMPKINS AVENUE,Bedford
440603278,QUEENS,138-35,39TH AVENUE,Flushing
540177501,STATEN ISLAND,12,ORCHARD AVENUE,Charleston-Richmond Valley-Tottenville
440603358,QUEENS,21-35,47TH STREET,Steinway
340739552,BROOKLYN,7123,FORT HAMILTON PKWY,Dyker Heights
140918540,MANHATTAN,630,FIRST AVENUE,Turtle Bay-East Midtown
140918559,MANHATTAN,45,EAST 9TH STREET,West Village
140918568,MANHATTAN,441,LEXINGTON AVENUE,Turtle Bay-East Midtown
240276544,BRONX,3251,ELY AVENUE,Eastchester-Edenwald-Baychester
340739810,BROOKLYN,1701,ALBEMARLE ROAD,Flatbush
440603492,QUEENS,6171,70TH ST,Middle Village
540177547,STATEN ISLAND,185,MAC GREGOR STREET,
140918620,MANHATTAN,250,BROADWAY,SoHo-TriBeCa-Civic Center-Little Italy
440603615,QUEENS,84-16,ROCKAWAY BEACH BLVD,Hammels-Arverne-Edgemere
140918862,MANHATTAN,303,EAST 43RD STREET,Turtle Bay-East Midtown
440603633,QUEENS,84-18,ROCKAWAY BEACH BLVD,Hammels-Arverne-Edgemere
340739847,BROOKLYN,742,60 ST.,Sunset Park East
240276606,BRONX,1403,GRAND CONCOURSE,West Concourse
440603624,QUEENS,83-40,WOODHAVEN BOULEVARD,Glendale
140918808,MANHATTAN,111,WEST 104 STREET,Upper West Side
240276633,BRONX,735,MACE AVE,Bronxdale
421766958,QUEENS,731,CHURCH ROAD,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
340739918,BROOKLYN,124,FORREST STREET,Bushwick South
140918915,MANHATTAN,185,BROADWAY,Battery Park City-Lower Manhattan
140918899,MANHATTAN,895,WEST END AVENUE,Upper West Side
240276624,BRONX,4035,WHITE PLAINS RD,Williamsbridge-Olinville
240276642,BRONX,2895,GRAND CONCOURSE,Van Cortlandt Village
340740595,BROOKLYN,250,JAVA STREET,Greenpoint
140919647,MANHATTAN,134,W 58TH STREET,Midtown-Midtown South
102832909,MANHATTAN,315,WEST  113 STREET,Central Harlem South
440604017,QUEENS,88-01,182 PLACE,Jamaica
440603991,QUEENS,107-40,QUEENS BOULEVARD,Forest Hills
140919610,MANHATTAN,68,ORCHARD STREET,Chinatown
440604008,QUEENS,73-45,MYRTLE AVE,Glendale
340740602,BROOKLYN,448,DAHILL ROAD,Borough Park
102877344,MANHATTAN,152,EAST   84 STREET,Upper East Side-Carnegie Hill
103238747,MANHATTAN,24,5 AVENUE,West Village
103238747,MANHATTAN,24,5 AVENUE,West Village
103777539,MANHATTAN,136,EAST   64 STREET,Upper East Side-Carnegie Hill
104552182,MANHATTAN,136,EAST   64 STREET,Upper East Side-Carnegie Hill
104115011,MANHATTAN,408,BROADWAY,SoHo-TriBeCa-Civic Center-Little Italy
110081900,MANHATTAN,405,WEST   38 STREET,Clinton
200911790,BRONX,211,DITMARS STREET,Pelham Bay-Country Club-City Island
301178124,BROOKLYN,771,MONTAUK AVENUE,East New York
301400678,BROOKLYN,115,CLIFTON PLACE,Bedford
301417982,BROOKLYN,321,NOSTRAND AVENUE,Bedford
301604315,BROOKLYN,140,CLINTON AVENUE,Fort Greene
301604315,BROOKLYN,140,CLINTON AVENUE,Fort Greene
301779396,BROOKLYN,346,BERGEN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
301779396,BROOKLYN,346,BERGEN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
301779396,BROOKLYN,346,BERGEN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
301779396,BROOKLYN,346,BERGEN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
301779396,BROOKLYN,346,BERGEN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
301911956,BROOKLYN,1130,DECATUR STREET,Bushwick South
301919501,BROOKLYN,1130,DECATUR STREET,Bushwick South
301925852,BROOKLYN,37,CUMBERLAND STREET,Fort Greene
301852234,BROOKLYN,346,BERGEN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
301779396,BROOKLYN,346,BERGEN STREET,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
302010464,BROOKLYN,151,ATLANTIC AVENUE,Brooklyn Heights-Cobble Hill
440604044,QUEENS,34-24,CLEARVIEW EXPY,Bayside-Bayside Hills
540177645,STATEN ISLAND,466,TOMPKINS AVENUE,Stapleton-Rosebank
520454678,STATEN ISLAND,185,ARBUTUS AVENUE,Annadale-Huguenot-Prince's Bay-Eltingville
440604062,QUEENS,164-39,76 AVE,Pomonok-Flushing Heights-Hillcrest
440604080,QUEENS,100-03,NORTH CONDUIT AVE,Ozone Park
440604053,QUEENS,160-10,79TH AVE,Kew Gardens Hills
240276848,BRONX,279,LONGSTREET AVE,Schuylerville-Throgs Neck-Edgewater Park
340740728,BROOKLYN,619,THROOP AVENUE,Stuyvesant Heights
340740693,BROOKLYN,934,76 STREET,Dyker Heights
440604142,QUEENS,133-27,226 STREET,Laurelton
140919790,MANHATTAN,45,WEST 67 STREET,Lincoln Square
440604151,QUEENS,41-26,44 STREET,Hunters Point-Sunnyside-West Maspeth
322087031,BROOKLYN,1260,49TH STREET,Borough Park
440604222,QUEENS,94-12,134 AVENUE,Ozone Park
140919861,MANHATTAN,102,WEST 75 STREET,Upper West Side
440604204,QUEENS,2122,NAMEOKE AVENUE,Far Rockaway-Bayswater
440604197,QUEENS,142-53,123 AVENUE,Baisley Park
322087040,BROOKLYN,274,22ND STREET,Sunset Park West
440604295,QUEENS,6501,OCEAN AVENUE NORTH,Hammels-Arverne-Edgemere
440604348,QUEENS,130-29,224TH STREET,Laurelton
140919923,MANHATTAN,932,EIGHTH AVE,Midtown-Midtown South
440604311,QUEENS,65-42,ALDERTON STREET,Rego Park
440604320,QUEENS,157-28,20TH AVENUE,Whitestone
420667905,QUEENS,248-51,ROCKAWAY BLVD,Rosedale
540177725,STATEN ISLAND,120,NIXON AVENUE,Stapleton-Rosebank
440604375,QUEENS,221-28,EDMORE AVENUE,Queens Village
240276973,BRONX,2546,WHITE PLAINS RD,Bronxdale
540177743,STATEN ISLAND,20,WARING AVENUE,Arden Heights
340740915,BROOKLYN,250,WINTHROP STREET,Prospect Lefferts Gardens-Wingate
140919996,MANHATTAN,200,RECTOR PLACE,Battery Park City-Lower Manhattan
140919978,MANHATTAN,200,VESEY STREET,Battery Park City-Lower Manhattan
140920038,MANHATTAN,1388,LEXINGTON AVENUE,Upper East Side-Carnegie Hill
240276991,BRONX,208,E MOSHOLU PKWY S,Bedford Park-Fordham North
440604384,QUEENS,165-04,116TH AVENUE,Baisley Park
340740951,BROOKLYN,372,92 STREET,Bay Ridge
240277017,BRONX,2548,WHITEPLAINS RD,Bronxdale
440604455,QUEENS,112-08,209 STREET,Queens Village
440604464,QUEENS,112-08,209 STREET,Queens Village
240277008,BRONX,208,E MOSHOLU PKWY S,Bedford Park-Fordham North
540177789,STATEN ISLAND,449,NETHERLAND AVE,Mariner's Harbor-Arlington-Port Ivory-Graniteville
440604446,QUEENS,38-27,30TH STREET,Queensbridge-Ravenswood-Long Island City
340740979,BROOKLYN,511,EAST 91ST STREET,Rugby-Remsen Village
140920047,MANHATTAN,475,WEST 57TH STREET,Clinton
240277026,BRONX,542,EAST 139 STREET,Mott Haven-Port Morris
140920056,MANHATTAN,102,EAST 22ND STREET,Gramercy
240277044,BRONX,2300,BATHGATE AVENUE,Claremont-Bathgate
340740988,BROOKLYN,42 1/2,BRIDGE ST,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
440604482,QUEENS,41-19,53 STREET,Woodside
140920065,MANHATTAN,145,WEST 47TH STREET,Midtown-Midtown South
440604473,QUEENS,31-01,20TH AVENUE,Steinway
421801287,QUEENS,43-67GAR,159 STREET,East Flushing
421773352,QUEENS,120-03,9 AVENUE,College Point
340741013,BROOKLYN,8923,BAY PARKWAY,Bensonhurst West
421774048,QUEENS,72-09,45TH AVENUE,Elmhurst-Maspeth
140920092,MANHATTAN,32,WEST 75 STREET,Upper West Side
340740997,BROOKLYN,619,THROOP AVENUE,Stuyvesant Heights
140920109,MANHATTAN,55,WATER STREET,Battery Park City-Lower Manhattan
340741004,BROOKLYN,262,SCHOLES STREET,Bushwick South
340741022,BROOKLYN,350,MONTAUK AVENUE,East New York
440604507,QUEENS,23-30,NEWTOWN AVENUE,Old Astoria
340741059,BROOKLYN,262,SCHOLES STREET,Bushwick South
140920154,MANHATTAN,38,WEST 26TH STREET,Hudson Yards-Chelsea-Flatiron-Union Square
